ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP	SAMPLE_NAME
All Reads	ALL	2	109250	15	15	0.014564	0.00376	NA	NA	NA	BC08-P1
All Reads	ALL	3	139082	258	19	0.196768	0.01225	NA	NA	NA	BC08-P1
All Reads	ALL	4	149438	58	13	0.041169	0.005406	NA	NA	NA	BC08-P1
All Reads	ALL	5	152532	109	13	0.0758	0.00726	NA	NA	NA	BC08-P1
All Reads	ALL	6	173446	236	15	0.144329	0.009395	NA	NA	NA	BC08-P1
All Reads	ALL	7	187203	262	16	0.148454	0.009172	NA	NA	NA	BC08-P1
All Reads	ALL	8	213554	95	14	0.047187	0.004841	NA	NA	NA	BC08-P1
All Reads	ALL	9	241757	187	16	0.082048	0.006	NA	NA	NA	BC08-P1
All Reads	ALL	10	285954	220	18	0.081608	0.005502	NA	NA	NA	BC08-P1
All Reads	ALL	11	351175	364	15	0.109947	0.005763	NA	NA	NA	BC08-P1
All Reads	ALL	12	460264	278	19	0.064068	0.003843	NA	NA	NA	BC08-P1
All Reads	ALL	13	609431	407	19	0.070839	0.003511	NA	NA	NA	BC08-P1
All Reads	ALL	14	866131	797	21	0.097607	0.003457	NA	NA	NA	BC08-P1
All Reads	ALL	15	1276991	1016	20	0.084394	0.002648	NA	NA	NA	BC08-P1
All Reads	ALL	16	1912298	2039	21	0.113101	0.002505	NA	NA	NA	BC08-P1
All Reads	ALL	17	2873264	3340	21	0.123304	0.002134	NA	NA	NA	BC08-P1
All Reads	ALL	18	4310883	6249	21	0.153762	0.001945	NA	NA	NA	BC08-P1
All Reads	ALL	19	6364320	9771	21	0.162852	0.001647	NA	NA	NA	BC08-P1
All Reads	ALL	20	9194506	15497	21	0.178782	0.001436	NA	NA	NA	BC08-P1
All Reads	ALL	21	12934834	23433	21	0.192164	0.001255	NA	NA	NA	BC08-P1
All Reads	ALL	22	17664262	33189	22	0.199298	0.001094	NA	NA	NA	BC08-P1
All Reads	ALL	23	23450931	45173	24	0.204326	9.61e-4	NA	NA	NA	BC08-P1
All Reads	ALL	24	30272954	62033	24	0.217357	8.73e-4	NA	NA	NA	BC08-P1
All Reads	ALL	25	37967796	84099	24	0.234953	8.1e-4	NA	NA	NA	BC08-P1
All Reads	ALL	26	46244861	109165	24	0.250394	7.58e-4	NA	NA	NA	BC08-P1
All Reads	ALL	27	54888845	136283	25	0.263368	7.13e-4	NA	NA	NA	BC08-P1
All Reads	ALL	28	63607757	168313	24	0.280681	6.84e-4	NA	NA	NA	BC08-P1
All Reads	ALL	29	72092623	204744	25	0.301249	6.66e-4	NA	NA	NA	BC08-P1
All Reads	ALL	30	80150381	243353	25	0.322059	6.53e-4	NA	NA	NA	BC08-P1
All Reads	ALL	31	87582575	283985	25	0.34394	6.45e-4	NA	NA	NA	BC08-P1
All Reads	ALL	32	94099516	327117	25	0.36874	6.45e-4	NA	NA	NA	BC08-P1
All Reads	ALL	33	99563693	372236	25	0.396572	6.5e-4	NA	NA	NA	BC08-P1
All Reads	ALL	34	103822748	416721	25	0.425753	6.6e-4	NA	NA	NA	BC08-P1
All Reads	ALL	35	107046720	459057	25	0.454881	6.71e-4	NA	NA	NA	BC08-P1
All Reads	ALL	36	109094349	508766	24	0.494676	6.94e-4	NA	NA	NA	BC08-P1
All Reads	ALL	37	109759029	555046	25	0.536406	7.2e-4	NA	NA	NA	BC08-P1
All Reads	ALL	38	108742561	594126	25	0.57954	7.52e-4	NA	NA	NA	BC08-P1
All Reads	ALL	39	106350740	626751	25	0.625114	7.9e-4	NA	NA	NA	BC08-P1
All Reads	ALL	40	102986732	651216	25	0.670731	8.31e-4	NA	NA	NA	BC08-P1
All Reads	ALL	41	98941479	655861	25	0.703134	8.68e-4	NA	NA	NA	BC08-P1
All Reads	ALL	42	94444701	663434	25	0.745118	9.15e-4	NA	NA	NA	BC08-P1
All Reads	ALL	43	89958166	658572	25	0.776546	9.57e-4	NA	NA	NA	BC08-P1
All Reads	ALL	44	85906450	639724	26	0.789899	9.88e-4	NA	NA	NA	BC08-P1
All Reads	ALL	45	82456226	634443	26	0.816157	0.001025	NA	NA	NA	BC08-P1
All Reads	ALL	46	79550344	632937	26	0.843963	0.001061	NA	NA	NA	BC08-P1
All Reads	ALL	47	77085421	637745	26	0.877566	0.001099	NA	NA	NA	BC08-P1
All Reads	ALL	48	74497370	638764	26	0.909503	0.001138	NA	NA	NA	BC08-P1
All Reads	ALL	49	71272749	641776	26	0.955135	0.001192	NA	NA	NA	BC08-P1
All Reads	ALL	50	67162836	641894	26	1.013769	0.001265	NA	NA	NA	BC08-P1
All Reads	ALL	51	62356075	635280	26	1.080665	0.001356	NA	NA	NA	BC08-P1
All Reads	ALL	52	57369069	642903	26	1.1887	0.001483	NA	NA	NA	BC08-P1
All Reads	ALL	53	52702057	655938	25	1.320201	0.00163	NA	NA	NA	BC08-P1
All Reads	ALL	54	48542265	679912	25	1.485722	0.001802	NA	NA	NA	BC08-P1
All Reads	ALL	55	44876597	703676	25	1.66325	0.001983	NA	NA	NA	BC08-P1
All Reads	ALL	56	41346578	729653	25	1.871895	0.002191	NA	NA	NA	BC08-P1
All Reads	ALL	57	37594432	751852	25	2.121356	0.002447	NA	NA	NA	BC08-P1
All Reads	ALL	58	33458358	781217	25	2.476691	0.002802	NA	NA	NA	BC08-P1
All Reads	ALL	59	28972655	797545	25	2.919925	0.00327	NA	NA	NA	BC08-P1
All Reads	ALL	60	24470214	793909	25	3.441421	0.003862	NA	NA	NA	BC08-P1
All Reads	ALL	61	20316562	786480	25	4.10622	0.00463	NA	NA	NA	BC08-P1
All Reads	ALL	62	16771816	773049	25	4.889132	0.005561	NA	NA	NA	BC08-P1
All Reads	ALL	63	13846719	749062	25	5.7382	0.00663	NA	NA	NA	BC08-P1
All Reads	ALL	64	11435727	724081	25	6.71627	0.007893	NA	NA	NA	BC08-P1
All Reads	ALL	65	9427296	672392	25	7.565544	0.009226	NA	NA	NA	BC08-P1
All Reads	ALL	66	7763602	609410	25	8.326282	0.010666	NA	NA	NA	BC08-P1
All Reads	ALL	67	6306729	557185	25	9.371304	0.012555	NA	NA	NA	BC08-P1
All Reads	ALL	68	5044172	480448	25	10.103254	0.014576	NA	NA	NA	BC08-P1
All Reads	ALL	69	4036063	408057	25	10.724269	0.016788	NA	NA	NA	BC08-P1
All Reads	ALL	70	3237424	342346	24	11.216838	0.019171	NA	NA	NA	BC08-P1
All Reads	ALL	71	2593527	274170	24	11.213313	0.021415	NA	NA	NA	BC08-P1
All Reads	ALL	72	2098727	224021	24	11.322376	0.023922	NA	NA	NA	BC08-P1
All Reads	ALL	73	1714316	181455	24	11.227494	0.026357	NA	NA	NA	BC08-P1
All Reads	ALL	74	1414431	148181	24	11.112596	0.028868	NA	NA	NA	BC08-P1
All Reads	ALL	75	1193116	116642	24	10.36996	0.030363	NA	NA	NA	BC08-P1
All Reads	ALL	76	1030236	97167	23	10.004304	0.032094	NA	NA	NA	BC08-P1
All Reads	ALL	77	906345	75309	23	8.813697	0.032117	NA	NA	NA	BC08-P1
All Reads	ALL	78	806223	58429	23	7.687375	0.031803	NA	NA	NA	BC08-P1
All Reads	ALL	79	704539	45968	23	6.920785	0.03228	NA	NA	NA	BC08-P1
All Reads	ALL	80	601018	34483	23	6.085865	0.032773	NA	NA	NA	BC08-P1
All Reads	ALL	81	504754	25460	23	5.350365	0.033532	NA	NA	NA	BC08-P1
All Reads	ALL	82	423484	18193	23	4.556927	0.033785	NA	NA	NA	BC08-P1
All Reads	ALL	83	348430	14072	23	4.283957	0.036113	NA	NA	NA	BC08-P1
All Reads	ALL	84	270044	9040	22	3.550902	0.037347	NA	NA	NA	BC08-P1
All Reads	ALL	85	195661	4443	22	2.408667	0.036136	NA	NA	NA	BC08-P1
All Reads	ALL	86	130371	3235	22	2.632074	0.046277	NA	NA	NA	BC08-P1
All Reads	ALL	87	84764	1637	22	2.048529	0.050631	NA	NA	NA	BC08-P1
All Reads	ALL	88	58468	471	20	0.854491	0.039373	NA	NA	NA	BC08-P1
All Reads	ALL	89	38017	159	20	0.443633	0.035182	NA	NA	NA	BC08-P1
All Reads	ALL	90	24933	38	22	0.161664	0.026225	NA	NA	NA	BC08-P1
All Reads	ALL	91	15833	216	20	1.447089	0.098462	NA	NA	NA	BC08-P1
All Reads	ALL	92	9370	49	20	0.554704	0.079243	NA	NA	NA	BC08-P1
All Reads	ALL	93	5877	38	17	0.685856	0.11126	NA	NA	NA	BC08-P1
All Reads	ALL	94	3408	444	16	13.819368	0.655838	NA	NA	NA	BC08-P1
All Reads	ALL	95	1663	1073	15	68.440356	2.089356	NA	NA	NA	BC08-P1
All Reads	ALL	96	986	815	14	87.676959	3.07119	NA	NA	NA	BC08-P1
All Reads	ALL	97	658	2315	15	373.189905	7.756296	NA	NA	NA	BC08-P1
All Reads	ALL	98	328	3545	14	1146.429049	19.254802	NA	NA	NA	BC08-P1
All Reads	ALL	99	133	721	14	575.027229	21.415133	NA	NA	NA	BC08-P1
All Reads	ALL	100	339	0	0	0	0	NA	NA	NA	BC08-P1
All Reads	ALL	0	132619	28	18	0.009394	0.001775	NA	NA	NA	BC01-P1
All Reads	ALL	1	95016	103	21	0.048232	0.004752	NA	NA	NA	BC01-P1
All Reads	ALL	2	109250	20	24	0.008145	0.001821	NA	NA	NA	BC01-P1
All Reads	ALL	3	139082	170	19	0.054384	0.004171	NA	NA	NA	BC01-P1
All Reads	ALL	4	149438	96	15	0.028583	0.002917	NA	NA	NA	BC01-P1
All Reads	ALL	5	152532	130	16	0.037921	0.003326	NA	NA	NA	BC01-P1
All Reads	ALL	6	173446	203	15	0.052074	0.003655	NA	NA	NA	BC01-P1
All Reads	ALL	7	187203	152	16	0.036126	0.00293	NA	NA	NA	BC01-P1
All Reads	ALL	8	213554	157	18	0.03271	0.002611	NA	NA	NA	BC01-P1
All Reads	ALL	9	241757	177	18	0.032575	0.002449	NA	NA	NA	BC01-P1
All Reads	ALL	10	285954	272	19	0.042322	0.002566	NA	NA	NA	BC01-P1
All Reads	ALL	11	351175	443	19	0.056127	0.002667	NA	NA	NA	BC01-P1
All Reads	ALL	12	460264	559	20	0.054038	0.002286	NA	NA	NA	BC01-P1
All Reads	ALL	13	609431	698	19	0.050959	0.001929	NA	NA	NA	BC01-P1
All Reads	ALL	14	866131	1222	20	0.062774	0.001796	NA	NA	NA	BC01-P1
All Reads	ALL	15	1276991	2195	21	0.076479	0.001632	NA	NA	NA	BC01-P1
All Reads	ALL	16	1912298	4649	21	0.108168	0.001586	NA	NA	NA	BC01-P1
All Reads	ALL	17	2873264	7202	21	0.111525	0.001314	NA	NA	NA	BC01-P1
All Reads	ALL	18	4310883	13091	21	0.135114	0.001181	NA	NA	NA	BC01-P1
All Reads	ALL	19	6364320	22331	21	0.156117	0.001045	NA	NA	NA	BC01-P1
All Reads	ALL	20	9194506	34064	21	0.164839	8.93e-4	NA	NA	NA	BC01-P1
All Reads	ALL	21	12934834	52624	21	0.181016	7.89e-4	NA	NA	NA	BC01-P1
All Reads	ALL	22	17664262	75492	23	0.190151	6.92e-4	NA	NA	NA	BC01-P1
All Reads	ALL	23	23450931	103242	24	0.19588	6.1e-4	NA	NA	NA	BC01-P1
All Reads	ALL	24	30272954	140067	24	0.205861	5.5e-4	NA	NA	NA	BC01-P1
All Reads	ALL	25	37967796	191422	24	0.224321	5.13e-4	NA	NA	NA	BC01-P1
All Reads	ALL	26	46244861	249585	25	0.240131	4.81e-4	NA	NA	NA	BC01-P1
All Reads	ALL	27	54888845	308925	25	0.250416	4.51e-4	NA	NA	NA	BC01-P1
All Reads	ALL	28	63607757	384067	25	0.268652	4.33e-4	NA	NA	NA	BC01-P1
All Reads	ALL	29	72092623	468395	25	0.289078	4.22e-4	NA	NA	NA	BC01-P1
All Reads	ALL	30	80150381	558540	25	0.310057	4.15e-4	NA	NA	NA	BC01-P1
All Reads	ALL	31	87582575	652872	25	0.331668	4.1e-4	NA	NA	NA	BC01-P1
All Reads	ALL	32	94099516	748912	25	0.354109	4.09e-4	NA	NA	NA	BC01-P1
All Reads	ALL	33	99563693	851648	25	0.380586	4.12e-4	NA	NA	NA	BC01-P1
All Reads	ALL	34	103822748	953842	25	0.408768	4.19e-4	NA	NA	NA	BC01-P1
All Reads	ALL	35	107046720	1060332	24	0.440719	4.28e-4	NA	NA	NA	BC01-P1
All Reads	ALL	36	109094349	1177254	24	0.480133	4.43e-4	NA	NA	NA	BC01-P1
All Reads	ALL	37	109759029	1285933	24	0.52128	4.6e-4	NA	NA	NA	BC01-P1
All Reads	ALL	38	108742561	1378585	24	0.564063	4.8e-4	NA	NA	NA	BC01-P1
All Reads	ALL	39	106350740	1448957	24	0.606189	5.04e-4	NA	NA	NA	BC01-P1
All Reads	ALL	40	102986732	1509243	24	0.652035	5.31e-4	NA	NA	NA	BC01-P1
All Reads	ALL	41	98941479	1524241	25	0.685439	5.55e-4	NA	NA	NA	BC01-P1
All Reads	ALL	42	94444701	1540937	25	0.72594	5.85e-4	NA	NA	NA	BC01-P1
All Reads	ALL	43	89958166	1538801	25	0.761088	6.14e-4	NA	NA	NA	BC01-P1
All Reads	ALL	44	85906450	1496501	26	0.775076	6.34e-4	NA	NA	NA	BC01-P1
All Reads	ALL	45	82456226	1489699	26	0.803838	6.59e-4	NA	NA	NA	BC01-P1
All Reads	ALL	46	79550344	1505961	26	0.842296	6.86e-4	NA	NA	NA	BC01-P1
All Reads	ALL	47	77085421	1518464	26	0.876447	7.11e-4	NA	NA	NA	BC01-P1
All Reads	ALL	48	74497370	1528613	26	0.912956	7.38e-4	NA	NA	NA	BC01-P1
All Reads	ALL	49	71272749	1556913	26	0.971928	7.79e-4	NA	NA	NA	BC01-P1
All Reads	ALL	50	67162836	1554527	26	1.029823	8.26e-4	NA	NA	NA	BC01-P1
All Reads	ALL	51	62356075	1537705	26	1.097204	8.85e-4	NA	NA	NA	BC01-P1
All Reads	ALL	52	57369069	1560653	26	1.21038	9.69e-4	NA	NA	NA	BC01-P1
All Reads	ALL	53	52702057	1591702	26	1.343778	0.001065	NA	NA	NA	BC01-P1
All Reads	ALL	54	48542265	1647787	26	1.510339	0.001177	NA	NA	NA	BC01-P1
All Reads	ALL	55	44876597	1704189	26	1.689628	0.001294	NA	NA	NA	BC01-P1
All Reads	ALL	56	41346578	1770712	26	1.905468	0.001432	NA	NA	NA	BC01-P1
All Reads	ALL	57	37594432	1831226	26	2.167263	0.001602	NA	NA	NA	BC01-P1
All Reads	ALL	58	33458358	1883428	25	2.504596	0.001825	NA	NA	NA	BC01-P1
All Reads	ALL	59	28972655	1932819	25	2.968221	0.002135	NA	NA	NA	BC01-P1
All Reads	ALL	60	24470214	1923636	26	3.497667	0.002522	NA	NA	NA	BC01-P1
All Reads	ALL	61	20316562	1898694	26	4.15813	0.003018	NA	NA	NA	BC01-P1
All Reads	ALL	62	16771816	1867442	26	4.954049	0.003625	NA	NA	NA	BC01-P1
All Reads	ALL	63	13846719	1811045	25	5.819366	0.004324	NA	NA	NA	BC01-P1
All Reads	ALL	64	11435727	1749861	26	6.808212	0.005147	NA	NA	NA	BC01-P1
All Reads	ALL	65	9427296	1635803	25	7.720353	0.006036	NA	NA	NA	BC01-P1
All Reads	ALL	66	7763602	1477895	25	8.469809	0.006967	NA	NA	NA	BC01-P1
All Reads	ALL	67	6306729	1356514	25	9.570032	0.008217	NA	NA	NA	BC01-P1
All Reads	ALL	68	5044172	1169942	25	10.319716	0.009541	NA	NA	NA	BC01-P1
All Reads	ALL	69	4036063	991411	25	10.929218	0.010976	NA	NA	NA	BC01-P1
All Reads	ALL	70	3237424	829281	25	11.397128	0.012515	NA	NA	NA	BC01-P1
All Reads	ALL	71	2593527	667885	25	11.457878	0.01402	NA	NA	NA	BC01-P1
All Reads	ALL	72	2098727	546768	25	11.591521	0.015676	NA	NA	NA	BC01-P1
All Reads	ALL	73	1714316	446737	24	11.594561	0.017347	NA	NA	NA	BC01-P1
All Reads	ALL	74	1414431	360296	25	11.33368	0.018882	NA	NA	NA	BC01-P1
All Reads	ALL	75	1193116	286929	25	10.700032	0.019976	NA	NA	NA	BC01-P1
All Reads	ALL	76	1030236	236526	25	10.214931	0.021004	NA	NA	NA	BC01-P1
All Reads	ALL	77	906345	185032	24	9.083361	0.021117	NA	NA	NA	BC01-P1
All Reads	ALL	78	806223	144341	24	7.965771	0.020967	NA	NA	NA	BC01-P1
All Reads	ALL	79	704539	113646	24	7.176991	0.021289	NA	NA	NA	BC01-P1
All Reads	ALL	80	601018	84777	24	6.276013	0.021555	NA	NA	NA	BC01-P1
All Reads	ALL	81	504754	62828	24	5.538176	0.022095	NA	NA	NA	BC01-P1
All Reads	ALL	82	423484	44760	24	4.70269	0.022228	NA	NA	NA	BC01-P1
All Reads	ALL	83	348430	35767	24	4.567308	0.02415	NA	NA	NA	BC01-P1
All Reads	ALL	84	270044	22043	24	3.631863	0.024462	NA	NA	NA	BC01-P1
All Reads	ALL	85	195661	11554	23	2.627371	0.024443	NA	NA	NA	BC01-P1
All Reads	ALL	86	130371	8513	23	2.905326	0.031489	NA	NA	NA	BC01-P1
All Reads	ALL	87	84764	5174	22	2.715866	0.037757	NA	NA	NA	BC01-P1
All Reads	ALL	88	58468	1754	22	1.334764	0.031871	NA	NA	NA	BC01-P1
All Reads	ALL	89	38017	460	22	0.538361	0.025101	NA	NA	NA	BC01-P1
All Reads	ALL	90	24933	135	22	0.240909	0.020734	NA	NA	NA	BC01-P1
All Reads	ALL	91	15833	187	20	0.525499	0.038428	NA	NA	NA	BC01-P1
All Reads	ALL	92	9370	37	21	0.175693	0.028884	NA	NA	NA	BC01-P1
All Reads	ALL	93	5877	44	18	0.333112	0.050219	NA	NA	NA	BC01-P1
All Reads	ALL	94	3408	364	16	4.752204	0.249083	NA	NA	NA	BC01-P1
All Reads	ALL	95	1663	775	14	20.734938	0.744821	NA	NA	NA	BC01-P1
All Reads	ALL	96	986	552	14	24.908951	1.060195	NA	NA	NA	BC01-P1
All Reads	ALL	97	658	1606	14	108.595775	2.709818	NA	NA	NA	BC01-P1
All Reads	ALL	98	328	2154	14	292.189858	6.295675	NA	NA	NA	BC01-P1
All Reads	ALL	99	133	423	14	141.508331	6.88037	NA	NA	NA	BC01-P1
All Reads	ALL	100	339	0	0	0	0	NA	NA	NA	BC01-P1
All Reads	ALL	0	132619	76	15	0.077323	0.00887	NA	NA	NA	BC01-T2
All Reads	ALL	1	95016	68	16	0.096564	0.01171	NA	NA	NA	BC01-T2
All Reads	ALL	2	109250	59	17	0.072868	0.009487	NA	NA	NA	BC01-T2
All Reads	ALL	3	139082	267	19	0.259026	0.015852	NA	NA	NA	BC01-T2
All Reads	ALL	4	149438	166	16	0.149882	0.011633	NA	NA	NA	BC01-T2
All Reads	ALL	5	152532	279	14	0.246801	0.014776	NA	NA	NA	BC01-T2
All Reads	ALL	6	173446	790	16	0.614563	0.021865	NA	NA	NA	BC01-T2
All Reads	ALL	7	187203	800	17	0.576608	0.020386	NA	NA	NA	BC01-T2
All Reads	ALL	8	213554	255	16	0.161115	0.010089	NA	NA	NA	BC01-T2
All Reads	ALL	9	241757	356	18	0.198689	0.010531	NA	NA	NA	BC01-T2
All Reads	ALL	10	285954	373	18	0.176001	0.009113	NA	NA	NA	BC01-T2
All Reads	ALL	11	351175	431	18	0.165599	0.007977	NA	NA	NA	BC01-T2
All Reads	ALL	12	460264	475	18	0.139248	0.006389	NA	NA	NA	BC01-T2
All Reads	ALL	13	609431	909	19	0.201253	0.006675	NA	NA	NA	BC01-T2
All Reads	ALL	14	866131	1136	19	0.176969	0.005251	NA	NA	NA	BC01-T2
All Reads	ALL	15	1276991	1531	20	0.161767	0.004134	NA	NA	NA	BC01-T2
All Reads	ALL	16	1912298	3038	20	0.214356	0.003889	NA	NA	NA	BC01-T2
All Reads	ALL	17	2873264	5303	19	0.249029	0.00342	NA	NA	NA	BC01-T2
All Reads	ALL	18	4310883	9111	19	0.28517	0.002988	NA	NA	NA	BC01-T2
All Reads	ALL	19	6364320	15403	18	0.326555	0.002631	NA	NA	NA	BC01-T2
All Reads	ALL	20	9194506	23600	18	0.346328	0.002254	NA	NA	NA	BC01-T2
All Reads	ALL	21	12934834	35783	17	0.373267	0.001973	NA	NA	NA	BC01-T2
All Reads	ALL	22	17664262	44964	19	0.343458	0.00162	NA	NA	NA	BC01-T2
All Reads	ALL	23	23450931	59363	21	0.341554	0.001402	NA	NA	NA	BC01-T2
All Reads	ALL	24	30272954	80812	22	0.360184	0.001267	NA	NA	NA	BC01-T2
All Reads	ALL	25	37967796	108093	22	0.384137	0.001168	NA	NA	NA	BC01-T2
All Reads	ALL	26	46244861	139401	22	0.40673	0.001089	NA	NA	NA	BC01-T2
All Reads	ALL	27	54888845	169187	22	0.415898	0.001011	NA	NA	NA	BC01-T2
All Reads	ALL	28	63607757	207020	22	0.439143	9.65e-4	NA	NA	NA	BC01-T2
All Reads	ALL	29	72092623	249464	22	0.466897	9.35e-4	NA	NA	NA	BC01-T2
All Reads	ALL	30	80150381	288556	23	0.485767	9.04e-4	NA	NA	NA	BC01-T2
All Reads	ALL	31	87582575	333505	23	0.513793	8.9e-4	NA	NA	NA	BC01-T2
All Reads	ALL	32	94099516	375454	23	0.53836	8.79e-4	NA	NA	NA	BC01-T2
All Reads	ALL	33	99563693	421961	23	0.571841	8.8e-4	NA	NA	NA	BC01-T2
All Reads	ALL	34	103822748	458308	23	0.595619	8.8e-4	NA	NA	NA	BC01-T2
All Reads	ALL	35	107046720	500744	23	0.631169	8.92e-4	NA	NA	NA	BC01-T2
All Reads	ALL	36	109094349	545239	23	0.674355	9.13e-4	NA	NA	NA	BC01-T2
All Reads	ALL	37	109759029	576869	23	0.709154	9.34e-4	NA	NA	NA	BC01-T2
All Reads	ALL	38	108742561	599811	23	0.744249	9.61e-4	NA	NA	NA	BC01-T2
All Reads	ALL	39	106350740	615900	23	0.7814	9.96e-4	NA	NA	NA	BC01-T2
All Reads	ALL	40	102986732	616350	23	0.807513	0.001029	NA	NA	NA	BC01-T2
All Reads	ALL	41	98941479	611945	23	0.834522	0.001067	NA	NA	NA	BC01-T2
All Reads	ALL	42	94444701	607265	23	0.867569	0.001113	NA	NA	NA	BC01-T2
All Reads	ALL	43	89958166	589945	23	0.88486	0.001152	NA	NA	NA	BC01-T2
All Reads	ALL	44	85906450	565571	24	0.888311	0.001181	NA	NA	NA	BC01-T2
All Reads	ALL	45	82456226	548070	24	0.896843	0.001211	NA	NA	NA	BC01-T2
All Reads	ALL	46	79550344	538469	24	0.913318	0.001245	NA	NA	NA	BC01-T2
All Reads	ALL	47	77085421	528126	24	0.924419	0.001272	NA	NA	NA	BC01-T2
All Reads	ALL	48	74497370	512590	24	0.928395	0.001297	NA	NA	NA	BC01-T2
All Reads	ALL	49	71272749	501898	24	0.950157	0.001341	NA	NA	NA	BC01-T2
All Reads	ALL	50	67162836	497373	24	0.99921	0.001417	NA	NA	NA	BC01-T2
All Reads	ALL	51	62356075	482319	24	1.04366	0.001503	NA	NA	NA	BC01-T2
All Reads	ALL	52	57369069	477195	24	1.122333	0.001625	NA	NA	NA	BC01-T2
All Reads	ALL	53	52702057	474879	24	1.215791	0.001764	NA	NA	NA	BC01-T2
All Reads	ALL	54	48542265	483755	24	1.344649	0.001933	NA	NA	NA	BC01-T2
All Reads	ALL	55	44876597	483471	24	1.453631	0.002091	NA	NA	NA	BC01-T2
All Reads	ALL	56	41346578	491949	24	1.605403	0.002289	NA	NA	NA	BC01-T2
All Reads	ALL	57	37594432	501173	24	1.798737	0.002541	NA	NA	NA	BC01-T2
All Reads	ALL	58	33458358	503415	24	2.030136	0.002861	NA	NA	NA	BC01-T2
All Reads	ALL	59	28972655	502713	24	2.341183	0.003302	NA	NA	NA	BC01-T2
All Reads	ALL	60	24470214	492988	24	2.71833	0.003872	NA	NA	NA	BC01-T2
All Reads	ALL	61	20316562	484649	24	3.218702	0.004623	NA	NA	NA	BC01-T2
All Reads	ALL	62	16771816	467858	24	3.763896	0.005503	NA	NA	NA	BC01-T2
All Reads	ALL	63	13846719	447099	24	4.356728	0.006516	NA	NA	NA	BC01-T2
All Reads	ALL	64	11435727	421863	24	4.9775	0.007663	NA	NA	NA	BC01-T2
All Reads	ALL	65	9427296	393039	24	5.625383	0.008973	NA	NA	NA	BC01-T2
All Reads	ALL	66	7763602	354191	24	6.155706	0.010343	NA	NA	NA	BC01-T2
All Reads	ALL	67	6306729	319698	23	6.839736	0.012097	NA	NA	NA	BC01-T2
All Reads	ALL	68	5044172	276943	23	7.408054	0.014077	NA	NA	NA	BC01-T2
All Reads	ALL	69	4036063	237124	23	7.927225	0.016279	NA	NA	NA	BC01-T2
All Reads	ALL	70	3237424	197943	23	8.249814	0.018543	NA	NA	NA	BC01-T2
All Reads	ALL	71	2593527	159120	23	8.278232	0.020753	NA	NA	NA	BC01-T2
All Reads	ALL	72	2098727	131098	23	8.428373	0.023278	NA	NA	NA	BC01-T2
All Reads	ALL	73	1714316	103695	23	8.16151	0.025345	NA	NA	NA	BC01-T2
All Reads	ALL	74	1414431	85004	23	8.108886	0.027813	NA	NA	NA	BC01-T2
All Reads	ALL	75	1193116	69393	23	7.847595	0.029791	NA	NA	NA	BC01-T2
All Reads	ALL	76	1030236	57059	23	7.472932	0.031284	NA	NA	NA	BC01-T2
All Reads	ALL	77	906345	43656	23	6.499112	0.031105	NA	NA	NA	BC01-T2
All Reads	ALL	78	806223	30783	22	5.151804	0.029363	NA	NA	NA	BC01-T2
All Reads	ALL	79	704539	21304	22	4.079996	0.027953	NA	NA	NA	BC01-T2
All Reads	ALL	80	601018	14580	22	3.273208	0.027108	NA	NA	NA	BC01-T2
All Reads	ALL	81	504754	9715	22	2.596968	0.026348	NA	NA	NA	BC01-T2
All Reads	ALL	82	423484	5508	22	1.754933	0.023646	NA	NA	NA	BC01-T2
All Reads	ALL	83	348430	3760	21	1.456049	0.023746	NA	NA	NA	BC01-T2
All Reads	ALL	84	270044	1983	20	0.990813	0.02225	NA	NA	NA	BC01-T2
All Reads	ALL	85	195661	844	21	0.582025	0.020034	NA	NA	NA	BC01-T2
All Reads	ALL	86	130371	413	20	0.427438	0.021033	NA	NA	NA	BC01-T2
All Reads	ALL	87	84764	215	20	0.34224	0.023341	NA	NA	NA	BC01-T2
All Reads	ALL	88	58468	128	20	0.29539	0.026109	NA	NA	NA	BC01-T2
All Reads	ALL	89	38017	64	16	0.227146	0.028393	NA	NA	NA	BC01-T2
All Reads	ALL	90	24933	27	21	0.146114	0.02812	NA	NA	NA	BC01-T2
All Reads	ALL	91	15833	134	20	1.141945	0.098649	NA	NA	NA	BC01-T2
All Reads	ALL	92	9370	39	20	0.561602	0.089928	NA	NA	NA	BC01-T2
All Reads	ALL	93	5877	43	18	0.987226	0.15055	NA	NA	NA	BC01-T2
All Reads	ALL	94	3408	324	16	12.827707	0.71265	NA	NA	NA	BC01-T2
All Reads	ALL	95	1663	745	15	60.446009	2.21457	NA	NA	NA	BC01-T2
All Reads	ALL	96	986	663	14	90.727766	3.523574	NA	NA	NA	BC01-T2
All Reads	ALL	97	658	1592	15	326.453084	8.181807	NA	NA	NA	BC01-T2
All Reads	ALL	98	328	2523	14	1037.879688	20.662763	NA	NA	NA	BC01-T2
All Reads	ALL	99	133	505	14	512.322398	22.798047	NA	NA	NA	BC01-T2
All Reads	ALL	100	339	0	0	0	0	NA	NA	NA	BC01-T2
All Reads	ALL	0	132619	13	16	0.007699	0.002135	NA	NA	NA	BC05-P1
All Reads	ALL	1	95016	49	10	0.040506	0.005787	NA	NA	NA	BC05-P1
