ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP	SAMPLE_NAME
All Reads	ALL	30	80150381	164801	25	0.322431	7.94e-4	NA	NA	NA	BC12-P1
All Reads	ALL	31	87582575	195103	25	0.349324	7.91e-4	NA	NA	NA	BC12-P1
All Reads	ALL	32	94099516	225912	25	0.376474	7.92e-4	NA	NA	NA	BC12-P1
All Reads	ALL	33	99563693	258272	25	0.406779	8e-4	NA	NA	NA	BC12-P1
All Reads	ALL	34	103822748	291222	25	0.43986	8.15e-4	NA	NA	NA	BC12-P1
All Reads	ALL	35	107046720	321867	25	0.471504	8.31e-4	NA	NA	NA	BC12-P1
All Reads	ALL	36	109094349	359330	25	0.516504	8.62e-4	NA	NA	NA	BC12-P1
All Reads	ALL	37	109759029	391779	25	0.559736	8.94e-4	NA	NA	NA	BC12-P1
All Reads	ALL	38	108742561	417768	25	0.602446	9.32e-4	NA	NA	NA	BC12-P1
All Reads	ALL	39	106350740	439288	25	0.647726	9.77e-4	NA	NA	NA	BC12-P1
All Reads	ALL	40	102986732	452318	25	0.688724	0.001024	NA	NA	NA	BC12-P1
All Reads	ALL	41	98941479	457797	25	0.725566	0.001072	NA	NA	NA	BC12-P1
All Reads	ALL	42	94444701	460346	25	0.764345	0.001127	NA	NA	NA	BC12-P1
All Reads	ALL	43	89958166	456301	25	0.795414	0.001178	NA	NA	NA	BC12-P1
All Reads	ALL	44	85906450	439836	26	0.802874	0.001211	NA	NA	NA	BC12-P1
All Reads	ALL	45	82456226	435021	26	0.827312	0.001254	NA	NA	NA	BC12-P1
All Reads	ALL	46	79550344	433795	26	0.855116	0.0012979999999999999	NA	NA	NA	BC12-P1
All Reads	ALL	47	77085421	432465	26	0.879754	0.001338	NA	NA	NA	BC12-P1
All Reads	ALL	48	74497370	431560	26	0.908412	0.001383	NA	NA	NA	BC12-P1
All Reads	ALL	49	71272749	435909	26	0.95908	0.001453	NA	NA	NA	BC12-P1
All Reads	ALL	50	67162836	433405	26	1.011923	0.001537	NA	NA	NA	BC12-P1
All Reads	ALL	51	62356075	428538	26	1.077688	0.001646	NA	NA	NA	BC12-P1
All Reads	ALL	52	57369069	433399	26	1.184657	0.001799	NA	NA	NA	BC12-P1
All Reads	ALL	53	52702057	439611	26	1.308048	0.001973	NA	NA	NA	BC12-P1
All Reads	ALL	54	48542265	453233	26	1.464145	0.002175	NA	NA	NA	BC12-P1
All Reads	ALL	55	44876597	470293	26	1.643354	0.002396	NA	NA	NA	BC12-P1
All Reads	ALL	56	41346578	487480	26	1.848842	0.002648	NA	NA	NA	BC12-P1
All Reads	ALL	57	37594432	504073	25	2.10258	0.002961	NA	NA	NA	BC12-P1
All Reads	ALL	58	33458358	520823	25	2.441002	0.003382	NA	NA	NA	BC12-P1
All Reads	ALL	59	28972655	532147	25	2.880222	0.003948	NA	NA	NA	BC12-P1
All Reads	ALL	60	24470214	530839	25	3.401791	0.004669	NA	NA	NA	BC12-P1
All Reads	ALL	61	20316562	525349	25	4.054901	0.005594	NA	NA	NA	BC12-P1
All Reads	ALL	62	16771816	514625	25	4.811643	0.006707	NA	NA	NA	BC12-P1
All Reads	ALL	63	13846719	499763	25	5.659784	0.008006	NA	NA	NA	BC12-P1
All Reads	ALL	64	11435727	484158	25	6.63905	0.009541	NA	NA	NA	BC12-P1
All Reads	ALL	65	9427296	451724	25	7.513956	0.01118	NA	NA	NA	BC12-P1
All Reads	ALL	66	7763602	405411	25	8.188698	0.012861	NA	NA	NA	BC12-P1
All Reads	ALL	67	6306729	370525	25	9.212891	0.015135	NA	NA	NA	BC12-P1
All Reads	ALL	68	5044172	319590	25	9.935412	0.017575	NA	NA	NA	BC12-P1
All Reads	ALL	69	4036063	270406	25	10.506087	0.020204	NA	NA	NA	BC12-P1
All Reads	ALL	70	3237424	224971	24	10.897066	0.022975	NA	NA	NA	BC12-P1
All Reads	ALL	71	2593527	179856	24	10.874687	0.025642	NA	NA	NA	BC12-P1
All Reads	ALL	72	2098727	145234	24	10.851629	0.028475	NA	NA	NA	BC12-P1
All Reads	ALL	73	1714316	117579	24	10.755274	0.031366	NA	NA	NA	BC12-P1
All Reads	ALL	74	1414431	96246	24	10.67047	0.034395	NA	NA	NA	BC12-P1
All Reads	ALL	75	1193116	75608	24	9.937284	0.03614	NA	NA	NA	BC12-P1
All Reads	ALL	76	1030236	62346	24	9.489744	0.038006	NA	NA	NA	BC12-P1
All Reads	ALL	77	906345	48127	23	8.326795	0.037956	NA	NA	NA	BC12-P1
All Reads	ALL	78	806223	36917	23	7.180486	0.037372	NA	NA	NA	BC12-P1
All Reads	ALL	79	704539	28700	23	6.38792	0.037707	NA	NA	NA	BC12-P1
All Reads	ALL	80	601018	22103	23	5.766952	0.03879	NA	NA	NA	BC12-P1
All Reads	ALL	81	504754	16640	23	5.169591	0.040076	NA	NA	NA	BC12-P1
All Reads	ALL	82	423484	11739	23	4.346871	0.04012	NA	NA	NA	BC12-P1
All Reads	ALL	83	348430	9584	23	4.313342	0.04406	NA	NA	NA	BC12-P1
All Reads	ALL	84	270044	6075	22	3.527722	0.045261	NA	NA	NA	BC12-P1
All Reads	ALL	85	195661	3375	23	2.704906	0.04656	NA	NA	NA	BC12-P1
All Reads	ALL	86	130371	2618	23	3.14899	0.061544	NA	NA	NA	BC12-P1
All Reads	ALL	87	84764	1539	22	2.847146	0.072576	NA	NA	NA	BC12-P1
All Reads	ALL	88	58468	534	21	1.432206	0.061978	NA	NA	NA	BC12-P1
All Reads	ALL	89	38017	202	22	0.833213	0.058625	NA	NA	NA	BC12-P1
All Reads	ALL	90	24933	53	20	0.333337	0.045787	NA	NA	NA	BC12-P1
All Reads	ALL	91	15833	142	20	1.406396	0.118022	NA	NA	NA	BC12-P1
All Reads	ALL	92	9370	15	20	0.251035	0.064817	NA	NA	NA	BC12-P1
All Reads	ALL	93	5877	38	19	1.013936	0.164482	NA	NA	NA	BC12-P1
All Reads	ALL	94	3408	320	16	14.724244	0.82311	NA	NA	NA	BC12-P1
All Reads	ALL	95	1663	727	15	68.552732	2.54248	NA	NA	NA	BC12-P1
All Reads	ALL	96	986	568	14	90.33458	3.790355	NA	NA	NA	BC12-P1
All Reads	ALL	97	658	1513	15	360.575025	9.269924	NA	NA	NA	BC12-P1
All Reads	ALL	98	328	2323	14	1110.600779	23.0427	NA	NA	NA	BC12-P1
All Reads	ALL	99	133	451	14	531.750012	25.03913	NA	NA	NA	BC12-P1
All Reads	ALL	100	339	0	0	0	0	NA	NA	NA	BC12-P1
All Reads	ALL	0	132619	54	16	0.057713	0.007854	NA	NA	NA	BC10-T2
All Reads	ALL	1	95016	66	11	0.098454	0.012119	NA	NA	NA	BC10-T2
All Reads	ALL	2	109250	40	13	0.051895	0.008205	NA	NA	NA	BC10-T2
All Reads	ALL	3	139082	218	16	0.222163	0.015047	NA	NA	NA	BC10-T2
All Reads	ALL	4	149438	142	15	0.134683	0.011302	NA	NA	NA	BC10-T2
All Reads	ALL	5	152532	218	14	0.202573	0.01372	NA	NA	NA	BC10-T2
All Reads	ALL	6	173446	653	15	0.533623	0.020882	NA	NA	NA	BC10-T2
All Reads	ALL	7	187203	645	17	0.488352	0.019229	NA	NA	NA	BC10-T2
All Reads	ALL	8	213554	201	15	0.133406	0.00941	NA	NA	NA	BC10-T2
All Reads	ALL	9	241757	305	18	0.178816	0.010239	NA	NA	NA	BC10-T2
All Reads	ALL	10	285954	359	18	0.177944	0.009392	NA	NA	NA	BC10-T2
All Reads	ALL	11	351175	457	16	0.18445	0.008628	NA	NA	NA	BC10-T2
All Reads	ALL	12	460264	467	17	0.143812	0.006655	NA	NA	NA	BC10-T2
All Reads	ALL	13	609431	705	18	0.163965	0.006175	NA	NA	NA	BC10-T2
All Reads	ALL	14	866131	892	19	0.145971	0.004887	NA	NA	NA	BC10-T2
All Reads	ALL	15	1276991	1376	19	0.152727	0.004117	NA	NA	NA	BC10-T2
All Reads	ALL	16	1912298	2763	20	0.204791	0.003896	NA	NA	NA	BC10-T2
All Reads	ALL	17	2873264	4396	19	0.216854	0.003271	NA	NA	NA	BC10-T2
All Reads	ALL	18	4310883	8108	19	0.266584	0.002961	NA	NA	NA	BC10-T2
All Reads	ALL	19	6364320	13362	19	0.297581	0.002574	NA	NA	NA	BC10-T2
All Reads	ALL	20	9194506	20523	19	0.316372	0.002208	NA	NA	NA	BC10-T2
All Reads	ALL	21	12934834	31022	18	0.339934	0.00193	NA	NA	NA	BC10-T2
All Reads	ALL	22	17664262	41093	20	0.32973	0.001627	NA	NA	NA	BC10-T2
All Reads	ALL	23	23450931	55288	21	0.334162	0.001421	NA	NA	NA	BC10-T2
All Reads	ALL	24	30272954	74499	22	0.348804	0.001278	NA	NA	NA	BC10-T2
All Reads	ALL	25	37967796	100758	22	0.37614	0.001185	NA	NA	NA	BC10-T2
All Reads	ALL	26	46244861	129343	22	0.396429	0.001102	NA	NA	NA	BC10-T2
All Reads	ALL	27	54888845	155309	22	0.40105	0.001018	NA	NA	NA	BC10-T2
All Reads	ALL	28	63607757	191422	22	0.426548	9.75e-4	NA	NA	NA	BC10-T2
All Reads	ALL	29	72092623	230403	22	0.452984	9.44e-4	NA	NA	NA	BC10-T2
All Reads	ALL	30	80150381	267500	22	0.473047	9.15e-4	NA	NA	NA	BC10-T2
All Reads	ALL	31	87582575	310086	23	0.501823	9.01e-4	NA	NA	NA	BC10-T2
All Reads	ALL	32	94099516	349605	23	0.526594	8.91e-4	NA	NA	NA	BC10-T2
All Reads	ALL	33	99563693	387222	23	0.551245	8.86e-4	NA	NA	NA	BC10-T2
All Reads	ALL	34	103822748	420571	23	0.57416	8.85e-4	NA	NA	NA	BC10-T2
All Reads	ALL	35	107046720	456429	23	0.604346	8.95e-4	NA	NA	NA	BC10-T2
All Reads	ALL	36	109094349	497204	23	0.645979	9.16e-4	NA	NA	NA	BC10-T2
All Reads	ALL	37	109759029	522636	23	0.674908	9.34e-4	NA	NA	NA	BC10-T2
All Reads	ALL	38	108742561	542393	23	0.706969	9.6e-4	NA	NA	NA	BC10-T2
All Reads	ALL	39	106350740	561134	23	0.747845	9.98e-4	NA	NA	NA	BC10-T2
All Reads	ALL	40	102986732	559831	23	0.77048	0.00103	NA	NA	NA	BC10-T2
All Reads	ALL	41	98941479	555313	23	0.795509	0.001068	NA	NA	NA	BC10-T2
All Reads	ALL	42	94444701	551830	23	0.828159	0.001115	NA	NA	NA	BC10-T2
All Reads	ALL	43	89958166	533817	24	0.841081	0.001151	NA	NA	NA	BC10-T2
All Reads	ALL	44	85906450	517610	24	0.854009	0.001187	NA	NA	NA	BC10-T2
All Reads	ALL	45	82456226	502739	24	0.864181	0.001219	NA	NA	NA	BC10-T2
All Reads	ALL	46	79550344	490051	24	0.873142	0.001247	NA	NA	NA	BC10-T2
All Reads	ALL	47	77085421	482776	24	0.887686	0.001278	NA	NA	NA	BC10-T2
All Reads	ALL	48	74497370	468752	24	0.891842	0.001303	NA	NA	NA	BC10-T2
All Reads	ALL	49	71272749	463647	24	0.92204	0.001354	NA	NA	NA	BC10-T2
All Reads	ALL	50	67162836	455776	24	0.961852	0.001425	NA	NA	NA	BC10-T2
All Reads	ALL	51	62356075	445262	24	1.012098	0.001517	NA	NA	NA	BC10-T2
All Reads	ALL	52	57369069	445940	24	1.101753	0.00165	NA	NA	NA	BC10-T2
All Reads	ALL	53	52702057	447303	24	1.202984	0.001799	NA	NA	NA	BC10-T2
All Reads	ALL	54	48542265	457208	24	1.334995	0.001974	NA	NA	NA	BC10-T2
All Reads	ALL	55	44876597	460603	24	1.454764	0.002144	NA	NA	NA	BC10-T2
All Reads	ALL	56	41346578	470052	24	1.611358	0.00235	NA	NA	NA	BC10-T2
All Reads	ALL	57	37594432	477401	24	1.799888	0.002605	NA	NA	NA	BC10-T2
All Reads	ALL	58	33458358	487886	24	2.066805	0.002959	NA	NA	NA	BC10-T2
All Reads	ALL	59	28972655	491887	24	2.406372	0.003431	NA	NA	NA	BC10-T2
All Reads	ALL	60	24470214	488990	24	2.832357	0.00405	NA	NA	NA	BC10-T2
All Reads	ALL	61	20316562	486878	24	3.396688	0.004868	NA	NA	NA	BC10-T2
All Reads	ALL	62	16771816	475298	24	4.016721	0.005826	NA	NA	NA	BC10-T2
All Reads	ALL	63	13846719	460218	24	4.710885	0.006944	NA	NA	NA	BC10-T2
All Reads	ALL	64	11435727	441980	24	5.478032	0.00824	NA	NA	NA	BC10-T2
All Reads	ALL	65	9427296	410521	24	6.172115	0.009633	NA	NA	NA	BC10-T2
All Reads	ALL	66	7763602	374744	24	6.841592	0.011176	NA	NA	NA	BC10-T2
All Reads	ALL	67	6306729	343685	24	7.723998	0.013175	NA	NA	NA	BC10-T2
All Reads	ALL	68	5044172	302226	24	8.492346	0.015448	NA	NA	NA	BC10-T2
All Reads	ALL	69	4036063	257036	24	9.02655	0.017804	NA	NA	NA	BC10-T2
All Reads	ALL	70	3237424	214001	23	9.369189	0.020253	NA	NA	NA	BC10-T2
All Reads	ALL	71	2593527	169270	24	9.250708	0.022485	NA	NA	NA	BC10-T2
All Reads	ALL	72	2098727	141870	23	9.58121	0.025438	NA	NA	NA	BC10-T2
All Reads	ALL	73	1714316	113173	23	9.357023	0.027814	NA	NA	NA	BC10-T2
All Reads	ALL	74	1414431	91269	23	9.145918	0.030274	NA	NA	NA	BC10-T2
All Reads	ALL	75	1193116	73299	23	8.707654	0.032163	NA	NA	NA	BC10-T2
All Reads	ALL	76	1030236	61040	23	8.397762	0.03399	NA	NA	NA	BC10-T2
All Reads	ALL	77	906345	45856	23	7.171143	0.033488	NA	NA	NA	BC10-T2
All Reads	ALL	78	806223	34398	22	6.047331	0.032606	NA	NA	NA	BC10-T2
All Reads	ALL	79	704539	24477	22	4.924237	0.031475	NA	NA	NA	BC10-T2
All Reads	ALL	80	601018	17988	23	4.242103	0.031629	NA	NA	NA	BC10-T2
All Reads	ALL	81	504754	12301	23	3.454192	0.031144	NA	NA	NA	BC10-T2
All Reads	ALL	82	423484	7675	23	2.568781	0.029322	NA	NA	NA	BC10-T2
All Reads	ALL	83	348430	5417	22	2.203581	0.02994	NA	NA	NA	BC10-T2
All Reads	ALL	84	270044	2952	21	1.549414	0.028517	NA	NA	NA	BC10-T2
All Reads	ALL	85	195661	1257	21	0.910577	0.025683	NA	NA	NA	BC10-T2
All Reads	ALL	86	130371	659	22	0.716457	0.027909	NA	NA	NA	BC10-T2
All Reads	ALL	87	84764	376	20	0.628727	0.032424	NA	NA	NA	BC10-T2
All Reads	ALL	88	58468	156	21	0.378174	0.030278	NA	NA	NA	BC10-T2
All Reads	ALL	89	38017	66	22	0.246066	0.030289	NA	NA	NA	BC10-T2
All Reads	ALL	90	24933	31	19	0.176227	0.031651	NA	NA	NA	BC10-T2
All Reads	ALL	91	15833	145	19	1.298047	0.107797	NA	NA	NA	BC10-T2
All Reads	ALL	92	9370	67	22	1.013494	0.123818	NA	NA	NA	BC10-T2
All Reads	ALL	93	5877	36	19	0.868226	0.144704	NA	NA	NA	BC10-T2
All Reads	ALL	94	3408	329	16	13.683024	0.75437	NA	NA	NA	BC10-T2
All Reads	ALL	95	1663	827	15	70.485376	2.451017	NA	NA	NA	BC10-T2
All Reads	ALL	96	986	775	14	111.406505	4.00184	NA	NA	NA	BC10-T2
All Reads	ALL	97	658	1660	15	357.575666	8.77635	NA	NA	NA	BC10-T2
All Reads	ALL	98	328	2620	14	1132.174085	22.118851	NA	NA	NA	BC10-T2
All Reads	ALL	99	133	518	14	552.031527	24.254873	NA	NA	NA	BC10-T2
All Reads	ALL	100	339	0	0	0	0	NA	NA	NA	BC10-T2
All Reads	ALL	0	132619	9	15	0.004811	0.001604	NA	NA	NA	BC04-P1
All Reads	ALL	1	95016	72	11	0.05372	0.006331	NA	NA	NA	BC04-P1
All Reads	ALL	2	109250	28	12	0.018169	0.003434	NA	NA	NA	BC04-P1
All Reads	ALL	3	139082	281	19	0.143231	0.008544	NA	NA	NA	BC04-P1
All Reads	ALL	4	149438	135	14	0.064043	0.005512	NA	NA	NA	BC04-P1
All Reads	ALL	5	152532	331	13	0.153839	0.008456	NA	NA	NA	BC04-P1
All Reads	ALL	6	173446	903	15	0.369083	0.012282	NA	NA	NA	BC04-P1
All Reads	ALL	7	187203	777	16	0.294245	0.010556	NA	NA	NA	BC04-P1
All Reads	ALL	8	213554	219	14	0.0727	0.004913	NA	NA	NA	BC04-P1
All Reads	ALL	9	241757	414	18	0.121401	0.005967	NA	NA	NA	BC04-P1
All Reads	ALL	10	285954	445	18	0.110323	0.00523	NA	NA	NA	BC04-P1
All Reads	ALL	11	351175	410	16	0.082768	0.004088	NA	NA	NA	BC04-P1
All Reads	ALL	12	460264	479	18	0.073778	0.003371	NA	NA	NA	BC04-P1
All Reads	ALL	13	609431	840	18	0.097714	0.003371	NA	NA	NA	BC04-P1
All Reads	ALL	14	866131	996	19	0.081522	0.002583	NA	NA	NA	BC04-P1
All Reads	ALL	15	1276991	1469	20	0.081552	0.002128	NA	NA	NA	BC04-P1
All Reads	ALL	16	1912298	3146	19	0.116628	0.002079	NA	NA	NA	BC04-P1
All Reads	ALL	17	2873264	5162	19	0.127363	0.001773	NA	NA	NA	BC04-P1
All Reads	ALL	18	4310883	9370	20	0.15409	0.001592	NA	NA	NA	BC04-P1
All Reads	ALL	19	6364320	15235	20	0.169704	0.001375	NA	NA	NA	BC04-P1
All Reads	ALL	20	9194506	23957	20	0.184716	0.001193	NA	NA	NA	BC04-P1
All Reads	ALL	21	12934834	36185	20	0.198321	0.001043	NA	NA	NA	BC04-P1
All Reads	ALL	22	17664262	49978	21	0.200578	8.97e-4	NA	NA	NA	BC04-P1
All Reads	ALL	23	23450931	69324	22	0.209568	7.96e-4	NA	NA	NA	BC04-P1
All Reads	ALL	24	30272954	95214	22	0.22297	7.23e-4	NA	NA	NA	BC04-P1
All Reads	ALL	25	37967796	129318	22	0.24146	6.71e-4	NA	NA	NA	BC04-P1
All Reads	ALL	26	46244861	168112	23	0.257713	6.29e-4	NA	NA	NA	BC04-P1
All Reads	ALL	27	54888845	206189	23	0.266307	5.86e-4	NA	NA	NA	BC04-P1
All Reads	ALL	28	63607757	251498	23	0.280301	5.59e-4	NA	NA	NA	BC04-P1
All Reads	ALL	29	72092623	304359	23	0.299293	5.43e-4	NA	NA	NA	BC04-P1
All Reads	ALL	30	80150381	361224	23	0.319501	5.32e-4	NA	NA	NA	BC04-P1
All Reads	ALL	31	87582575	419786	23	0.33979	5.24e-4	NA	NA	NA	BC04-P1
All Reads	ALL	32	94099516	476819	23	0.359225	5.2e-4	NA	NA	NA	BC04-P1
All Reads	ALL	33	99563693	538209	23	0.383222	5.22e-4	NA	NA	NA	BC04-P1
All Reads	ALL	34	103822748	601476	23	0.410702	5.3e-4	NA	NA	NA	BC04-P1
All Reads	ALL	35	107046720	656739	23	0.434931	5.37e-4	NA	NA	NA	BC04-P1
All Reads	ALL	36	109094349	726963	23	0.472401	5.54e-4	NA	NA	NA	BC04-P1
All Reads	ALL	37	109759029	788365	23	0.509199	5.73e-4	NA	NA	NA	BC04-P1
All Reads	ALL	38	108742561	839195	23	0.54709699999999994	5.97e-4	NA	NA	NA	BC04-P1
All Reads	ALL	39	106350740	880056	23	0.586639	6.25e-4	NA	NA	NA	BC04-P1
All Reads	ALL	40	102986732	908075	23	0.625088	6.56e-4	NA	NA	NA	BC04-P1
All Reads	ALL	41	98941479	922111	23	0.660702	6.88e-4	NA	NA	NA	BC04-P1
All Reads	ALL	42	94444701	930727	23	0.698627	7.24e-4	NA	NA	NA	BC04-P1
All Reads	ALL	43	89958166	930420	24	0.733228	7.6e-4	NA	NA	NA	BC04-P1
All Reads	ALL	44	85906450	910745	24	0.751574	7.88e-4	NA	NA	NA	BC04-P1
All Reads	ALL	45	82456226	909244	24	0.781732	8.2e-4	NA	NA	NA	BC04-P1
All Reads	ALL	46	79550344	917246	24	0.817419	8.53e-4	NA	NA	NA	BC04-P1
All Reads	ALL	47	77085421	928910	24	0.854284	8.86e-4	NA	NA	NA	BC04-P1
All Reads	ALL	48	74497370	934067	24	0.888869	9.2e-4	NA	NA	NA	BC04-P1
All Reads	ALL	49	71272749	953001	24	0.947918	9.71e-4	NA	NA	NA	BC04-P1
All Reads	ALL	50	67162836	958087	24	1.011292	0.001033	NA	NA	NA	BC04-P1
All Reads	ALL	51	62356075	949455	24	1.079435	0.001108	NA	NA	NA	BC04-P1
All Reads	ALL	52	57369069	969137	24	1.19759	0.001217	NA	NA	NA	BC04-P1
All Reads	ALL	53	52702057	990735	24	1.332695	0.001339	NA	NA	NA	BC04-P1
All Reads	ALL	54	48542265	1026061	24	1.49849	0.001479	NA	NA	NA	BC04-P1
All Reads	ALL	55	44876597	1061208	24	1.676415	0.001627	NA	NA	NA	BC04-P1
All Reads	ALL	56	41346578	1104468	24	1.893714	0.001802	NA	NA	NA	BC04-P1
All Reads	ALL	57	37594432	1145062	24	2.159267	0.002018	NA	NA	NA	BC04-P1
All Reads	ALL	58	33458358	1186349	23	2.513672	0.002308	NA	NA	NA	BC04-P1
All Reads	ALL	59	28972655	1209521	23	2.959552	0.002691	NA	NA	NA	BC04-P1
All Reads	ALL	60	24470214	1212601	24	3.513023	0.00319	NA	NA	NA	BC04-P1
All Reads	ALL	61	20316562	1202499	24	4.195999	0.003826	NA	NA	NA	BC04-P1
All Reads	ALL	62	16771816	1183770	24	5.003663	0.004599	NA	NA	NA	BC04-P1
All Reads	ALL	63	13846719	1148054	24	5.87782	0.005486	NA	NA	NA	BC04-P1
All Reads	ALL	64	11435727	1111911	24	6.892981	0.006537	NA	NA	NA	BC04-P1
All Reads	ALL	65	9427296	1045076	23	7.858896	0.007688	NA	NA	NA	BC04-P1
All Reads	ALL	66	7763602	947876	23	8.655439	0.00889	NA	NA	NA	BC04-P1
All Reads	ALL	67	6306729	875528	23	9.841622	0.010518	NA	NA	NA	BC04-P1
All Reads	ALL	68	5044172	756909	23	10.637868	0.012227	NA	NA	NA	BC04-P1
All Reads	ALL	69	4036063	647219	23	11.368264	0.014131	NA	NA	NA	BC04-P1
All Reads	ALL	70	3237424	546258	23	11.961869	0.016185	NA	NA	NA	BC04-P1
All Reads	ALL	71	2593527	442551	23	12.09688	0.018184	NA	NA	NA	BC04-P1
All Reads	ALL	72	2098727	364974	23	12.328403	0.020407	NA	NA	NA	BC04-P1
All Reads	ALL	73	1714316	299064	22	12.367277	0.022615	NA	NA	NA	BC04-P1
All Reads	ALL	74	1414431	240798	23	12.069018	0.024595	NA	NA	NA	BC04-P1
All Reads	ALL	75	1193116	194828	23	11.576294	0.026227	NA	NA	NA	BC04-P1
All Reads	ALL	76	1030236	162528	22	11.183875	0.027741	NA	NA	NA	BC04-P1
All Reads	ALL	77	906345	129605	22	10.137457	0.028159	NA	NA	NA	BC04-P1
All Reads	ALL	78	806223	102471	22	9.010453	0.028148	NA	NA	NA	BC04-P1
All Reads	ALL	79	704539	79526	22	8.002118	0.028376	NA	NA	NA	BC04-P1
All Reads	ALL	80	601018	60111	22	7.090344	0.028919	NA	NA	NA	BC04-P1
All Reads	ALL	81	504754	43878	22	6.162655	0.02942	NA	NA	NA	BC04-P1
All Reads	ALL	82	423484	30887	21	5.170583	0.029421	NA	NA	NA	BC04-P1
All Reads	ALL	83	348430	24640	22	5.013327	0.031938	NA	NA	NA	BC04-P1
All Reads	ALL	84	270044	14636	21	3.842277	0.03176	NA	NA	NA	BC04-P1
All Reads	ALL	85	195661	7190	20	2.605106	0.030723	NA	NA	NA	BC04-P1
All Reads	ALL	86	130371	5016	20	2.727579	0.038512	NA	NA	NA	BC04-P1
All Reads	ALL	87	84764	2697	20	2.255643	0.043434	NA	NA	NA	BC04-P1
All Reads	ALL	88	58468	739	19	0.896039	0.032961	NA	NA	NA	BC04-P1
All Reads	ALL	89	38017	212	19	0.395329	0.027151	NA	NA	NA	BC04-P1
All Reads	ALL	90	24933	52	16	0.147853	0.020503	NA	NA	NA	BC04-P1
All Reads	ALL	91	15833	326	19	1.459672	0.080844	NA	NA	NA	BC04-P1
All Reads	ALL	92	9370	93	19	0.70363	0.072963	NA	NA	NA	BC04-P1
All Reads	ALL	93	5877	78	19	0.940892	0.106535	NA	NA	NA	BC04-P1
All Reads	ALL	94	3408	764	15	15.892587	0.574974	NA	NA	NA	BC04-P1
All Reads	ALL	95	1663	1928	15	82.189362	1.871811	NA	NA	NA	BC04-P1
All Reads	ALL	96	986	1613	14	115.973371	2.887627	NA	NA	NA	BC04-P1
All Reads	ALL	97	658	4302	14	463.495309	7.066594	NA	NA	NA	BC04-P1
All Reads	ALL	98	328	6609	14	1428.442419	17.570935	NA	NA	NA	BC04-P1
All Reads	ALL	99	133	1637	14	872.565161	21.566195	NA	NA	NA	BC04-P1
All Reads	ALL	100	339	0	0	0	0	NA	NA	NA	BC04-P1
All Reads	ALL	0	132619	13	20	0.007278	0.002019	NA	NA	NA	BC21-P1
All Reads	ALL	1	95016	77	10	0.060171	0.006857	NA	NA	NA	BC21-P1
All Reads	ALL	2	109250	18	11	0.012233	0.002883	NA	NA	NA	BC21-P1
All Reads	ALL	3	139082	258	18	0.137733	0.008575	NA	NA	NA	BC21-P1
All Reads	ALL	4	149438	144	15	0.071547	0.005962	NA	NA	NA	BC21-P1
All Reads	ALL	5	152532	334	13	0.162583	0.008896	NA	NA	NA	BC21-P1
All Reads	ALL	6	173446	880	15	0.376712	0.012699	NA	NA	NA	BC21-P1
All Reads	ALL	7	187203	857	16	0.339906	0.011611	NA	NA	NA	BC21-P1
All Reads	ALL	8	213554	246	14	0.08553	0.005453	NA	NA	NA	BC21-P1
All Reads	ALL	9	241757	388	18	0.119163	0.00605	NA	NA	NA	BC21-P1
All Reads	ALL	10	285954	449	17	0.116584	0.005502	NA	NA	NA	BC21-P1
All Reads	ALL	11	351175	395	16	0.083515	0.004202	NA	NA	NA	BC21-P1
All Reads	ALL	12	460264	483	18	0.077917	0.003545	NA	NA	NA	BC21-P1
All Reads	ALL	13	609431	887	18	0.108066	0.003629	NA	NA	NA	BC21-P1
All Reads	ALL	14	866131	965	19	0.082725	0.002663	NA	NA	NA	BC21-P1
All Reads	ALL	15	1276991	1553	19	0.090297	0.002291	NA	NA	NA	BC21-P1
All Reads	ALL	16	1912298	2919	20	0.113336	0.002098	NA	NA	NA	BC21-P1
All Reads	ALL	17	2873264	4907	20	0.126803	0.00181	NA	NA	NA	BC21-P1
All Reads	ALL	18	4310883	8631	20	0.148657	0.0016	NA	NA	NA	BC21-P1
All Reads	ALL	19	6364320	14168	20	0.16529	0.001389	NA	NA	NA	BC21-P1
All Reads	ALL	20	9194506	21724	20	0.175429	0.00119	NA	NA	NA	BC21-P1
All Reads	ALL	21	12934834	32462	20	0.18634	0.001034	NA	NA	NA	BC21-P1
All Reads	ALL	22	17664262	45479	21	0.191164	8.96e-4	NA	NA	NA	BC21-P1
All Reads	ALL	23	23450931	63084	23	0.199733	7.95e-4	NA	NA	NA	BC21-P1
All Reads	ALL	24	30272954	84967	23	0.208394	7.15e-4	NA	NA	NA	BC21-P1
All Reads	ALL	25	37967796	116678	23	0.228173	6.68e-4	NA	NA	NA	BC21-P1
All Reads	ALL	26	46244861	151515	23	0.243267	6.25e-4	NA	NA	NA	BC21-P1
All Reads	ALL	27	54888845	188270	23	0.254676	5.87e-4	NA	NA	NA	BC21-P1
All Reads	ALL	28	63607757	234305	23	0.273503	5.65e-4	NA	NA	NA	BC21-P1
All Reads	ALL	29	72092623	283174	23	0.291644	5.48e-4	NA	NA	NA	BC21-P1
